id,codigo,nome,capacidade_instalada,latitude,longitude,data_inicio_operacao,data_inicio_simulacao,subsistema_geografico,subsistema_eletrico
1,CEUFM,PRAIA_DE_FORMOSA,105.0,-2.9051,-41.0392,2009-08-26,2009-08-26,NE,NE
2,CEUCZ,ICARAIZINHO,54.6,-3.0179,-39.6741,2009-10-14,2009-10-14,NE,NE
3,CEUECQ,CANOA_QUEBRADA,57.0,-4.467,-37.758,2010-01-26,2010-01-26,NE,NE
4,CEUEBV,BONS_VENTOS,50.0,-4.4469,-37.7595,2010-02-11,2010-02-11,NE,NE
5,CEUEEN,ENACEL,31.5,-4.5097,-37.7608,2010-03-18,2010-03-18,NE,NE
6,CEUEPM,PRAIA_DO_MORGADO,28.8,-2.8151,-40.2348,2010-05-26,2010-05-26,NE,NE
7,CEUEVR,VOLTA_DO_RIO,42.0,-2.8514,-39.9658,2010-09-03,2010-09-03,NE,NE
8,RNUAU,ALEGRIA_I,51.0,-5.0942,-36.3631,2010-12-30,2010-12-30,NE,NE
9,RNUEM3,MANGUE_SECO_3,26.0,-5.1851,-36.361,2011-08-26,2011-08-26,NE,NE
10,RNUEM2,MANGUE_SECO_2,26.0,-5.1658,-36.3192,2011-09-24,2011-09-24,NE,NE
11,RNUEM1,MANGUE_SECO_1,26.0,-5.174,-36.3024,2011-09-30,2011-09-30,NE,NE
12,RNUEM5,MANGUE_SECO_5,26.0,-5.1675,-36.407,2011-11-01,2011-11-01,NE,NE
13,RNUAD,ALEGRIA_II,100.65,-5.1243,-36.3833,2011-12-30,2011-12-30,NE,NE
14,BAUEMC,MACAÚBAS,35.07,-12.3512,-42.3385,2012-07-06,2012-07-06,NE,NE
15,BAUENH,NOVO_HORIZONTE,30.06,-12.3124,-42.3511,2012-07-06,2012-07-06,NE,NE
16,BAUESR,SEABRA,30.06,-12.2742,-42.3662,2012-07-06,2012-07-06,NE,NE
17,BAUEPB,PEDRA_BRANCA,30.0,-9.8746,-41.0957,2013-03-02,2013-03-02,NE,NE
18,BAUEPL,SÃO_PEDRO_DO_LAGO,30.0,-9.8863,-41.1033,2013-03-02,2013-03-02,NE,NE
19,BAUESG,SETE_GAMELEIRAS,30.0,-9.8637,-41.1041,2013-03-26,2013-03-26,NE,NE
20,CEUEGU,GUAJIRÚ,30.004,-3.2632,-39.2159,2013-11-22,2013-11-22,NE,NE
21,CEUETR,TRAIRÍ,25.388,-3.2217,-39.29,2013-11-22,2013-11-22,NE,NE
22,CEUEFL,FLEIXEIRAS_I,30.004,-3.2011,-39.3647,2014-01-28,2014-01-28,NE,NE
23,RNUERT,REI_DOS_VENTOS_3,60.12,-5.1188,-36.1632,2014-02-01,2014-02-01,NE,NE
24,RNUERU,REI_DOS_VENTOS_1,58.45,-5.1009,-36.2021,2014-02-01,2014-02-01,NE,NE
25,RNUES3,MIASSABA_3,68.47,-5.1294,-36.4497,2014-02-01,2014-02-01,NE,NE
26,RNUEMT,MAR_E_TERRA,23.1,-4.964,-36.9147,2014-02-18,2014-02-18,NE,NE
27,RNUEAB,AREIA_BRANCA,27.3,-4.9686,-36.9009,2014-02-18,2014-02-18,NE,NE
28,CEUECJ,CAJUCOCO,30.0,-2.9158,-39.9544,2014-03-21,2014-03-21,NE,NE
29,CEUEID,ICARAÍ_II,37.8,-3.066,-39.5969,2014-03-28,2014-03-29,NE,NE
30,RNUER6,EURUS_VI,8.0,-5.2329,-35.9319,2014-03-29,2014-03-29,NE,NE
31,CEUEFU,FAÍSA_I,29.4,-3.3218,-39.2671,2014-03-29,2014-03-29,NE,NE
32,CEUEEM,EMBUACA,27.3,-3.2147,-39.3288,2014-03-29,2014-03-29,NE,NE
33,CEUEFQ,FAÍSA_IV,25.2,-3.3218,-39.2671,2014-03-29,2014-03-29,NE,NE
34,CEUEFT,FAÍSA_III,25.2,-3.3478,-39.2651,2014-03-29,2014-03-29,NE,NE
35,CEUEIU,ICARAÍ_I,27.3,-3.0812,-39.5949,2014-03-29,2014-03-29,NE,NE
36,RNCEM1,MORRO_DOS_VENTOS_I,28.8,-5.3628,-35.819,2014-03-29,2014-03-29,NE,NE
37,RNCEM3,MORRO_DOS_VENTOS_III,28.8,-5.3744,-35.8683,2014-03-29,2014-03-29,NE,NE
38,RNCEM4,MORRO_DOS_VENTOS_IV,28.8,-5.382,-35.8809,2014-03-29,2014-03-29,NE,NE
39,RNCEM6,MORRO_DOS_VENTOS_VI,28.8,-5.3437,-35.8783,2014-03-29,2014-03-29,NE,NE
40,RNCEM9,MORRO_DOS_VENTOS_IX,30.0,-5.3053,-35.9132,2014-03-29,2014-03-29,NE,NE
41,RNUEC1,SANTA_CLARA_I,30.0,-5.2432,-35.8988,2014-03-29,2014-03-29,NE,NE
42,RNUEC2,SANTA_CLARA_II,30.0,-5.2675,-35.9102,2014-03-29,2014-04-03,NE,NE
43,RNUEC3,SANTA_CLARA_III,30.0,-5.2688,-35.9036,2014-03-29,2014-03-29,NE,NE
44,RNUEC4,SANTA_CLARA_IV,30.0,-5.2394,-35.9135,2014-03-29,2014-04-03,NE,NE
45,RNUEC5,SANTA_CLARA_V,30.0,-5.2597,-35.9217,2014-03-29,2014-04-03,NE,NE
46,RNUEC6,SANTA_CLARA_VI,30.0,-5.2403,-35.927,2014-03-29,2014-03-29,NE,NE
47,CEUEMU,MUNDAÚ,30.004,-3.1936,-39.3746,2014-04-01,2014-04-01,NE,NE
48,CEUEBU,BURITI,30.0,-2.8853,-39.9839,2014-04-03,2014-04-03,NE,NE
49,RNUEV1,UNIÃO_DOS_VENTOS_1,22.4,-5.0774,-35.8398,2014-04-05,2014-04-15,NE,NE
50,RNUEV2,UNIÃO_DOS_VENTOS_2,22.4,-5.0806,-35.8258,2014-04-05,2014-04-05,NE,NE
51,RNUEV6,UNIÃO_DOS_VENTOS_6,12.8,-5.0946,-35.767,2014-04-05,2014-04-05,NE,NE
52,RNUEV7,UNIÃO_DOS_VENTOS_7,14.4,-5.0971,-35.752,2014-04-05,2014-04-05,NE,NE
53,RNUEV8,UNIÃO_DOS_VENTOS_8,14.4,-5.0727,-35.888,2014-04-05,2014-04-05,NE,NE
54,RNUEV9,UNIÃO_DOS_VENTOS_9,11.2,-5.0872,-35.887,2014-04-05,2014-04-05,NE,NE
55,RNUEVX,UNIÃO_DOS_VENTOS_10,14.4,-5.1072,-35.889,2014-04-05,2014-04-15,NE,NE
56,RNUEV3,UNIÃO_DOS_VENTOS_3,22.4,-5.0825,-35.81,2014-04-08,2014-04-08,NE,NE
57,RNUEV4,UNIÃO_DOS_VENTOS_4,11.2,-5.0903,-35.798,2014-04-08,2014-04-08,NE,NE
58,RNUEV5,UNIÃO_DOS_VENTOS_5,24.0,-5.0904,-35.782,2014-04-08,2014-04-08,NE,NE
59,CEUEAD,TAÍBA_ANDORINHA,14.7,-3.5287,-38.898,2014-06-19,2014-06-19,NE,NE
60,CEUEAG,TAÍBA_ÁGUIA,23.1,-3.5481,-38.8883,2014-06-19,2014-06-19,NE,NE
61,CEUECL,COLÔNIA,18.9,-3.5426,-38.8782,2014-06-19,2014-06-19,NE,NE
62,BAUEAV,ALVORADA,8.0,-14.1852,-42.5911,2014-07-04,2014-07-04,NE,NE
63,BAUECB,CANDIBA,9.6,-14.1857,-42.6466,2014-07-04,2014-07-04,NE,NE
64,BAUEGB,GUANAMBI,20.8,-14.2017,-42.6183,2014-07-04,2014-07-04,NE,NE
65,BAUEGP,GUIRAPÁ,28.8,-14.2189,-42.6414,2014-07-04,2014-07-04,NE,NE
66,BAUEIH,ILHÉUS,11.2,-13.8823,-42.6631,2014-07-04,2014-07-04,NE,NE
67,BAUEIP,IGAPORÃ,30.4,-13.8606,-42.6574,2014-07-04,2014-07-04,NE,NE
68,BAUELA,LICÍNIO_DE_ALMEIDA,24.0,-14.1769,-42.6541,2014-07-04,2014-07-04,NE,NE
69,BAUENC,NOSSA_SENHORA_DA_CON,28.8,-13.8957,-42.6769,2014-07-04,2014-07-04,NE,NE
70,BAUEPD,PINDAÍ,24.0,-14.2021,-42.6589,2014-07-04,2014-07-04,NE,NE
71,BAUEPS,PORTO_SEGURO,6.4,-13.8629,-42.6727,2014-07-04,2014-07-04,NE,NE
72,BAUEPT,PLANALTINA,27.2,-13.9879,-42.6389,2014-07-04,2014-07-04,NE,NE
73,BAUEPV,PAJEÚ_DO_VENTO,25.6,-14.0148,-42.6339,2014-07-04,2014-07-04,NE,NE
74,BAUERV,RIO_VERDE,30.4,-14.164,-42.6006,2014-07-04,2014-07-04,NE,NE
75,BAUESS,SERRA_DO_SALTO,19.2,-14.1555,-42.6382,2014-07-04,2014-07-04,NE,NE
76,CEUEFD,FAÍSA_II,27.3,-3.3189,-39.2397,2014-07-31,2014-07-31,NE,NE
77,CEUEIG,ILHA_GRANDE,29.7,-3.0666,-39.7026,2014-08-20,2014-08-20,NE,NE
78,CEUEBC,BOCA_DO_CÓRREGO,24.3,-3.0984,-39.6663,2014-08-30,2014-08-30,NE,NE
79,CEUERB,RIBEIRÃO,21.6,-3.0983,-39.6785,2014-09-25,2014-09-25,NE,NE
80,BAUEJO,JOANA,28.2,-13.9185,-42.6205,2014-09-26,2014-09-26,NE,NE
81,BAUET1,CAETITÉ_1,30.0,-14.1632,-42.4845,2014-10-03,2014-10-03,NE,NE
82,BAUET2,CAETITÉ_2,30.0,-14.185,-42.503,2014-10-08,2014-10-08,NE,NE
83,BAUET3,CAETITÉ_3,30.0,-14.2194,-42.507,2014-10-08,2014-10-08,NE,NE
84,BAUEMI,EMILIANA,28.2,-13.91,-42.6241,2014-10-09,2014-10-09,NE,NE
85,BAUEAR,DOS_ARAÇÁS,31.86,-14.1296,-42.5597,2014-10-11,2014-10-11,NE,NE
86,BAUEDP,DA_PRATA,21.84,-13.9499,-42.6382,2014-10-11,2014-10-11,NE,NE
87,BAUEMR,MORRÃO,30.24,-14.0885,-42.6827,2014-10-11,2014-10-11,NE,NE
88,BAUESE,SERAÍMA,30.24,-14.1473,-42.7119,2014-10-11,2014-10-11,NE,NE
89,BAUETQ,TANQUE,30.0,-14.1025,-42.6107,2014-10-11,2014-10-11,NE,NE
90,BAUEVN,VENTOS_DO_NORDESTE,23.52,-14.1197,-42.6142,2014-10-11,2014-10-11,NE,NE
91,RNUEMD,MODELO_II,25.85,-5.4144,-35.9001,2014-10-23,2014-10-23,NE,NE
92,RNUEMP,MODELO_I,30.55,-5.4308,-35.8931,2014-10-25,2014-10-25,NE,NE
93,CEUEFC,FAÍSA_V,29.4,-3.3699,-39.2621,2014-10-30,2014-10-30,NE,NE
94,CEUECO,COQUEIROS,27.0,-2.8855,-39.9721,2014-11-07,2014-11-07,NE,NE
95,CEUEAP,SANTO_ANTÔNIO_DE_PÁD,14.0,-3.2733,-39.2246,2014-11-11,2014-11-11,NE,NE
96,CEUESC,SÃO_CRISTÓVÃO,26.0,-3.2579,-39.2475,2014-11-11,2014-11-11,NE,NE
97,CEUESJ,SÃO_JORGE,24.0,-3.247,-39.2502,2014-11-11,2014-11-11,NE,NE
98,RNCEE1,EURUS_I,30.0,-5.3655,-35.8621,2014-12-03,2014-12-03,NE,NE
99,RNCEE3,EURUS_III,30.0,-5.3971,-35.8748,2014-12-03,2014-12-03,NE,NE
100,RNECBR,COSTA_BRANCA,20.7,-5.4215,-35.8526,2014-12-03,2014-12-03,NE,NE
101,RNEPEP,PEDRA_PRETA,20.7,-5.4268,-35.8534,2014-12-03,2014-12-03,NE,NE
102,RNECV2,CAMPO_DOS_VENTOS_II,30.0,-5.3201,-35.9322,2014-12-04,2014-12-05,NE,NE
103,RNEJUR,JUREMAS,16.1,-5.3898,-35.8463,2014-12-05,2014-12-05,NE,NE
104,RNEAB4,ASA_BRANCA_IV,32.0,-5.3291,-35.9916,2014-12-06,2014-12-06,NE,NE
105,RNEAB5,ASA_BRANCA_V,32.0,-5.3828,-36.0088,2014-12-06,2014-12-06,NE,NE
106,RNEAB6,ASA_BRANCA_VI,32.0,-5.3596,-35.9987,2014-12-06,2014-12-06,NE,NE
107,RNEAB7,ASA_BRANCA_VII,32.0,-5.2529,-35.943,2014-12-06,2014-12-06,NE,NE
108,RNEAB8,ASA_BRANCA_VIII,32.0,-5.2812,-35.9804,2014-12-06,2014-12-06,NE,NE
109,RNECAD,CARCARÁ_II,30.0,-4.9457,-37.0036,2014-12-09,2014-12-09,NE,NE
110,RNEMAC,MACACOS,20.7,-5.412,-35.8483,2014-12-11,2014-12-11,NE,NE
111,RNEPR1,RENASCENÇA_I,30.0,-5.3043,-35.8692,2014-12-24,2014-12-24,NE,NE
112,RNEPR2,RENASCENÇA_II,30.0,-5.307,-35.8887,2014-12-24,2014-12-24,NE,NE
113,RNEPR3,RENASCENÇA_III,30.0,-5.2953,-35.8957,2014-12-24,2014-12-24,NE,NE
114,RNEPR4,RENASCENÇA_IV,30.0,-5.2981,-35.9164,2014-12-24,2014-12-24,NE,NE
115,RNEVSM,VENTOS_DE_SÃO_MIGUEL,30.0,-5.2839,-35.8755,2014-12-24,2014-12-24,NE,NE
116,RNUEER,EURUS_II,30.0,-5.3919,-35.8331,2015-01-01,2015-01-01,NE,NE
117,RNUERN,RENASCENÇA_V,30.0,-5.2698,-35.8589,2015-01-01,2015-01-01,NE,NE
118,PEUEPF,PAU_FERRO,30.55,-9.0625,-38.1186,2015-02-04,2015-02-04,NE,NE
119,PEUEPG,PEDRA_DO_GERÔNIMO,30.55,-9.0672,-38.1448,2015-02-04,2015-02-04,NE,NE
120,PEUETA,TACAICÓ,18.8,-9.0187,-38.056,2015-02-04,2015-02-04,NE,NE
121,RNUEOD,DREEN_OLHO_D'ÁGUA,30.0,-5.0545,-35.9687,2015-02-25,2015-02-25,NE,NE
122,RNUESB,DREEN_SÃO_BENTO_DO_N,30.0,-5.053,-35.9784,2015-02-25,2015-02-25,NE,NE
123,RNUEBV,DREEN_BOA_VISTA,14.0,-5.1106,-35.9279,2015-02-25,2015-02-25,NE,NE
124,RNUEFA,FAROL,20.0,-5.097,-36.0204,2015-02-25,2015-02-25,NE,NE
125,BAUEAT,AMETISTA,28.56,-14.1324,-42.5924,2015-03-04,2015-03-04,NE,NE
126,BAUEDU,DOURADOS,28.56,-13.8633,-42.7281,2015-03-04,2015-03-04,NE,NE
127,BAUEMA,MARON,30.24,-14.0857,-42.6203,2015-03-04,2015-03-04,NE,NE
128,BAUEPI,PILÕES,30.24,-14.0292,-42.6161,2015-03-04,2015-03-04,NE,NE
129,RNECAU,CARCARÁ_I,30.0,-4.9438,-36.9918,2015-03-24,2015-03-24,NE,NE
130,RNETER,TERRAL,30.0,-4.9618,-37.0355,2015-03-24,2015-03-24,NE,NE
131,RNCEM2,MORRO_DOS_VENTOS_II,29.16,-5.3601,-35.8355,2015-04-16,2015-04-16,NE,NE
132,RNESMA,SM_(SANTA_MARIA),29.7,-5.4421,-35.9233,2015-04-23,2015-04-23,NE,NE
133,RNESHE,SANTA_HELENA,29.7,-5.4721,-35.9162,2015-05-06,2015-05-06,NE,NE
134,RNESUR,VENTOS_DE_SANTO_URIE,16.2,-5.4873,-35.9001,2015-05-22,2015-05-22,NE,NE
135,RNUER4,RIACHÃO_IV,29.7,-5.5211,-35.469,2015-06-01,2015-06-01,NE,NE
136,RNUER1,RIACHÃO_VI,29.7,-5.5376,-35.4467,2015-06-01,2015-06-01,NE,NE
137,RNUER2,RIACHÃO_II,27.0,-5.5694,-35.4473,2015-06-01,2015-06-01,NE,NE
138,RNUER7,RIACHÃO_VII,29.7,-5.5778,-35.464,2015-06-01,2015-06-01,NE,NE
139,RNUER3,RIACHÃO_I,29.7,-5.523,-35.4285,2015-06-27,2015-06-29,NE,NE
140,PIEJ10,VENTOS_DE_SANTA_JOAN,29.6,-7.4387,-40.7083,2015-07-09,2015-07-09,NE,NE
141,PIEJ11,VENTOS_DE_SANTA_JOAN,29.6,-7.483,-40.7998,2015-07-09,2015-07-09,NE,NE
142,PIEJ12,VENTOS_DE_SANTA_JOAN,28.9,-7.486,-40.754,2015-07-09,2015-07-09,NE,NE
143,PIEJ13,VENTOS_DE_SANTA_JOAN,29.6,-7.4104,-40.7109,2015-07-09,2015-07-09,NE,NE
144,PIEJ14,VENTOS_DE_SANTA_JOAN,28.9,-7.4778,-40.7674,2015-07-09,2015-07-09,NE,NE
145,PIEJ16,VENTOS_DE_SANTA_JOAN,28.9,-7.4588,-40.7237,2015-07-09,2015-07-09,NE,NE
146,RNEAB1,ASA_BRANCA_I,27.0,-5.2323,-35.8266,2015-08-05,2015-08-05,NE,NE
147,RNEEU4,EURUS_IV,27.0,-5.2622,-35.8145,2015-08-20,2015-08-20,NE,NE
148,PIEJ9,VENTOS_DE_SANTA_JOAN,29.6,-7.4517,-40.7441,2015-08-27,2015-08-27,NE,NE
149,RNEAB3,ASA_BRANCA_III,27.0,-5.255,-35.8436,2015-09-04,2015-09-04,NE,NE
150,BAECTA,CAETITÉ_A,23.8,-14.1416,-42.4782,2015-09-09,2015-09-09,NE,NE
151,BAECTB,CAETITÉ_B,22.1,-14.1147,-42.4748,2015-09-09,2015-09-09,NE,NE
152,BAECTC,CAETITÉ_C,8.5,-14.1082,-42.4746,2015-09-09,2015-09-09,NE,NE
153,RNEAB2,ASA_BRANCA_II,27.0,-5.2286,-35.8808,2015-09-15,2015-09-15,NE,NE
154,BAEMUS,MUSSAMBÊ,32.9,-9.8628,-41.0834,2015-10-14,2015-12-23,NE,NE
155,BAEMBU,MORRO_BRANCO_I,32.9,-9.8497,-41.0565,2015-11-04,2015-11-04,NE,NE
156,BAUEDR,DOIS_RIACHOS,30.0,-11.8225,-41.4588,2015-11-14,2015-11-14,NE,NE
157,BAUEVA,VENTOS_DA_ANDORINHA,30.0,-10.5833,-40.6375,2015-11-14,2015-11-14,NE,NE
158,BAUEVM,VENTOS_DE_MORRINHOS,30.0,-10.5695,-40.6292,2015-11-14,2015-11-14,NE,NE
159,BAEBAU,BARAÚNAS_I,32.9,-9.8868,-41.1203,2015-11-20,2015-11-20,NE,NE
160,RNECA1,CAIÇARA_I,27.0,-4.9977,-36.9147,2015-12-05,2015-12-05,NE,NE
161,RNEJU1,JUNCO_I,24.0,-5.0265,-36.9165,2015-12-05,2015-12-05,NE,NE
162,RNEJU2,JUNCO_II,24.0,-5.0132,-36.916,2015-12-05,2015-12-05,NE,NE
163,BAEVC2,VENTOS_DE_CAMPO_FORM,30.0,-10.5198,-40.6117,2015-12-08,2015-12-08,NE,NE
164,RNECA2,CAIÇARA_II,18.0,-4.9877,-36.9287,2015-12-09,2015-12-09,NE,NE
165,PEESV1,SERRA_DAS_VACAS_I,23.92,-8.9113,-36.7477,2015-12-18,2015-12-18,NE,NE
166,PEESV2,SERRA_DAS_VACAS_II,22.295,-8.8954,-36.7259,2015-12-18,2015-12-18,NE,NE
167,PEESV3,SERRA_DAS_VACAS_III,22.235,-8.9031,-36.7579,2015-12-18,2015-12-18,NE,NE
168,PEESV4,SERRA_DAS_VACAS_IV,22.295,-8.9137,-36.7298,2015-12-18,2015-12-18,NE,NE
169,PIEJ02,VENTOS_DE_SANTA_JOAN,30.0,-7.5697,-40.7032,2015-12-18,2015-12-18,NE,NE
170,PIEJ06,VENTOS_DE_SANTA_JOAN,30.0,-7.5266,-40.7442,2015-12-18,2015-12-18,NE,NE
171,PIEJ08,VENTOS_DE_SANTA_JOAN,30.0,-7.5977,-40.7325,2015-12-18,2015-12-18,NE,NE
172,PIEJ15,VENTOS_DE_SANTA_JOAN,30.0,-7.5109,-40.7344,2015-12-18,2015-12-18,NE,NE
173,PIEO01,VENTOS_DE_SANTO_ONOF,30.0,-7.5533,-40.7255,2015-12-18,2015-12-18,NE,NE
174,PIEO02,VENTOS_DE_SANTO_ONOF,30.0,-7.5946,-40.7304,2015-12-18,2015-12-18,NE,NE
175,PIEO03,VENTOS_DE_SANTO_ONOF,30.0,-7.555,-40.7257,2015-12-18,2015-12-18,NE,NE
176,PEEBR1,VENTOS_DE_SANTA_BRÍG,13.6,-8.8099,-36.7487,2015-12-25,2015-12-25,NE,NE
177,PEEBR2,VENTOS_DE_SANTA_BRÍG,27.2,-8.7969,-36.7338,2015-12-25,2015-12-25,NE,NE
178,PEEBR3,VENTOS_DE_SANTA_BRÍG,28.9,-8.8451,-36.7697,2015-12-25,2015-12-25,NE,NE
179,PEEBR4,VENTOS_DE_SANTA_BRÍG,27.2,-8.8338,-36.7602,2015-12-25,2015-12-25,NE,NE
180,PEEBR5,VENTOS_DE_SANTA_BRÍG,28.9,-8.8465,-36.7302,2015-12-25,2015-12-25,NE,NE
181,PEEBR6,VENTOS_DE_SANTA_BRÍG,28.9,-8.8681,-36.7471,2015-12-25,2015-12-25,NE,NE
182,PEEBR7,VENTOS_DE_SANTA_BRÍG,27.2,-8.8025,-36.7579,2015-12-25,2015-12-25,NE,NE
183,BAEPGO,ESPIGÃO,10.08,-14.477,-42.5853,2016-01-01,2016-01-01,NE,NE
184,BAUEBR,BORGO,20.16,-14.5084,-42.5867,2016-01-01,2016-01-01,NE,NE
185,BAUECE,CAETITE,30.24,-14.4689,-42.5836,2016-01-01,2016-01-01,NE,NE
186,BAUEPO,PELOURINHO,21.84,-14.5292,-42.5867,2016-01-01,2016-01-01,NE,NE
187,BAUESP,SERRA_DO_ESPINHAÇO,18.48,-14.4957,-42.5829,2016-01-01,2016-01-01,NE,NE
188,BAUEVS,VENTOS_DO_SERTÃO,30.0,-10.5583,-40.5692,2016-01-01,2016-01-01,NE,NE
189,CEEIT5,ITAREMA_V,21.0,-2.9665,-39.8795,2016-01-01,2016-01-01,NE,NE
190,PIEAU3,VENTOS_DE_SANTO_AUGU,29.6,-7.3723,-40.7072,2016-01-16,2016-01-16,NE,NE
191,PIEJ01,VENTOS_DE_SANTA_JOAN,28.9,-7.4237,-40.6715,2016-01-16,2016-01-16,NE,NE
192,PIEJ04,VENTOS_DE_SANTA_JOAN,27.2,-7.4513,-40.6864,2016-01-16,2016-01-16,NE,NE
193,PIEAU5,VENTOS_DE_SANTO_AUGU,29.6,-7.4093,-40.6951,2016-01-22,2016-01-22,NE,NE
194,PIEJ05,VENTOS_DE_SANTA_JOAN,28.9,-7.3709,-40.6742,2016-01-22,2016-01-22,NE,NE
195,BAEVC1,VENTOS_DE_CAMPO_FORM,30.0,-10.6286,-40.6858,2016-01-23,2016-01-23,NE,NE
196,RNUEG2,CALANGO_2,30.0,-6.0166,-36.4835,2016-01-30,2016-01-30,NE,NE
197,RNUEG1,CALANGO_1,30.0,-6.0339,-36.544,2016-01-30,2016-01-30,NE,NE
198,RNUEG3,CALANGO_3,30.0,-6.0489,-36.546,2016-01-30,2016-01-30,NE,NE
199,RNUEG4,CALANGO_4,30.0,-6.0236,-36.472,2016-01-30,2016-01-30,NE,NE
200,RNUEG5,CALANGO_5,30.0,-6.0303,-36.488,2016-01-30,2016-01-30,NE,NE
201,PIEJ07,VENTOS_DE_SANTA_JOAN,28.9,-7.413,-40.6686,2016-01-30,2016-01-30,NE,NE
202,BAEANG,ANGICAL,12.95,-14.3461,-42.6137,2016-02-05,2016-02-05,NE,NE
203,BAECOR,CORRUPIÃO,27.75,-14.2927,-42.5853,2016-02-05,2016-02-05,NE,NE
204,BAEINH,INHAMBU,31.45,-14.3912,-42.5939,2016-02-05,2016-02-05,NE,NE
205,BAETEI,TEIU,16.65,-14.3381,-42.5911,2016-02-05,2016-02-05,NE,NE
206,PIEAU4,VENTOS_DE_SANTO_AUGU,28.9,-7.3858,-40.6978,2016-02-06,2016-02-06,NE,NE
207,BAECAI,CAITITU,22.2,-14.4528,-42.641,2016-02-16,2016-02-16,NE,NE
208,BAETAM,TAMANDUÁ_MIRIM,29.6,-14.3776,-42.6094,2016-02-16,2016-02-16,NE,NE
209,BAECOQ,COQUEIRINHO,29.6,-14.4199,-42.6287,2016-02-17,2016-02-17,NE,NE
210,RNELAN,LANCHINHA,28.0,-6.1353,-36.722,2016-02-19,2016-02-20,NE,NE
211,RNEPEL,PELADO,20.0,-6.0043,-36.4353,2016-02-20,2016-02-20,NE,NE
212,CEEIT2,ITAREMA_II,27.0,-2.9211,-39.8618,2016-02-23,2016-02-23,NE,NE
213,RNESS1,SERRA_DE_SANTANA_I,20.0,-6.0565,-36.5804,2016-03-02,2016-03-02,NE,NE
214,RNESS2,SERRA_DE_SANTANA_II,30.0,-6.1014,-36.5786,2016-03-02,2016-03-02,NE,NE
215,RNESS3,SERRA_DE_SANTANA_III,30.0,-6.0248,-36.5119,2016-03-02,2016-03-02,NE,NE
216,BAEBAD,BARAÚNAS_II,25.85,-9.8717,-41.0631,2016-03-11,2016-03-17,NE,NE
217,BAEBCO,BANDA_DE_COURO,32.9,-9.8478,-41.0538,2016-03-11,2016-03-17,NE,NE
218,PIEJ03,VENTOS_DE_SANTA_JOAN,29.6,-7.4377,-40.7465,2016-03-11,2016-03-11,NE,NE
219,CEEIT1,ITAREMA_I,27.0,-2.9225,-39.8407,2016-04-01,2016-04-01,NE,NE
220,BAEA02,ASSURUÁ_II,30.0,-11.1638,-42.6707,2016-04-05,2016-04-05,NE,NE
221,BAEA07,ASSURUÁ_VII,18.0,-11.0711,-42.6788,2016-04-05,2016-04-05,NE,NE
222,CEEIT3,ITAREMA_III,15.0,-2.9476,-39.8369,2016-04-06,2016-04-06,NE,NE
223,BAEA05,ASSURUÁ_V,20.0,-11.1841,-42.7053,2016-04-07,2016-04-07,NE,NE
224,BAUEVG,VENTOS_DE_GUARÁS_I,30.0,-10.6061,-40.6545,2016-04-26,2016-04-26,NE,NE
225,BAUEDA,DAMASCENA,30.0,-11.8567,-41.4742,2016-04-30,2016-04-30,NE,NE
226,RNECV3,CAMPO_DOS_VENTOS_III,25.2,-5.3356,-35.9669,2016-05-05,2016-05-05,NE,NE
227,RNEBF1,BAIXA_DO_FEIJÃO_I,30.0,-5.322,-36.0606,2016-05-21,2016-05-21,NE,NE
228,RNEBF2,BAIXA_DO_FEIJÃO_II,30.0,-5.3698,-36.0317,2016-05-21,2016-05-21,NE,NE
229,RNEBF3,BAIXA_DO_FEIJÃO_III,30.0,-5.3022,-36.0381,2016-05-21,2016-05-21,NE,NE
230,RNEBF4,BAIXA_DO_FEIJÃO_IV,30.0,-5.3449,-36.04,2016-05-21,2016-05-21,NE,NE
231,PEECL1,VENTOS_DE_SAO_CLEMEN,31.365,-8.7263,-36.6999,2016-05-25,2016-05-25,NE,NE
232,PEECL2,VENTOS_DE_SAO_CLEMEN,31.365,-8.7093,-36.7337,2016-05-25,2016-05-25,NE,NE
233,PEECL3,VENTOS_DE_SAO_CLEMEN,31.365,-8.754,-36.7181,2016-05-25,2016-05-25,NE,NE
234,PEECL4,VENTOS_DE_SAO_CLEMEN,31.365,-8.7627,-36.7509,2016-05-25,2016-05-25,NE,NE
235,PEECL6,VENTOS_DE_SAO_CLEMEN,27.675,-8.7819,-36.7576,2016-05-25,2016-05-25,NE,NE
236,PEECL7,VENTOS_DE_SAO_CLEMEN,25.83,-8.7513,-36.7514,2016-05-25,2016-05-25,NE,NE
237,RNECV5,CAMPO_DOS_VENTOS_V,25.2,-5.3242,-35.9436,2016-06-04,2016-06-04,NE,NE
238,PEECL5,VENTOS_DE_SAO_CLEMEN,31.365,-8.7076,-36.7668,2016-06-14,2016-06-14,NE,NE
239,PEECL8,VENTOS_DE_SAO_CLEMEN,22.14,-8.7045,-36.7757,2016-06-21,2016-06-21,NE,NE
